# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.859283718567437,2.8056896113792225,77.63264569542598,0,0.005,-758.1826642934013,0.0,0.0,0.0
 0.2991148775871803,2.8593316248572616,2.80590809517424,77.63264569542598,0.0014955743879359019,0.005000000000000001,-758.1826642934013,0.0,-69.708328855497,0.0
 0.47599153929713767,2.85947483136,2.8062194895161303,65.30286919408577,0.002379957696485689,0.005000000000000001,-249.74454623341322,0.0,-34.68875773685721,0.0
 0.643363539796976,2.8597125695255476,2.8066230395850993,59.49694241681374,0.0032168176989848807,0.005,-108.5593707109242,0.0,-20.153781619370342,0.0
 0.8075892291802238,2.8600440708038,2.8071179905613524,56.18717373669321,0.00403794614590112,0.005000000000000002,-56.24258235564428,0.0,-13.060772171511914,0.0
 0.9703137019936073,2.8604685666446534,2.807703587625095,54.061866470548225,0.004851568509968038,0.005000000000000003,-32.747303861542164,0.0,-9.124700003623156,0.0
 1.1321190580896174,2.8609852884980036,2.8083790759565326,52.58544113719272,0.005660595290448088,0.004999999999999999,-20.705899862374626,0.0,-6.7276668982340375,0.0
 1.293249553568126,2.8615934678137465,2.8091437007358695,51.5014088364659,0.006466247767840632,0.005000000000000001,-13.916817960416266,0.0,-5.163952369031007,0.0
 1.4538193249990123,2.862292336041778,2.8099967071433127,50.67223418489062,0.007269096624995063,0.0049999999999999975,-9.803651027372016,0.0,-4.088844283238031,0.0
 1.6138856234121048,2.863081124631994,2.8109373403590667,50.01774801568517,0.008069428117060524,0.004999999999999996,-7.168002634393731,0.0,-3.318525033277954,0.0
 1.7734784814541134,2.8639590650342903,2.8119648455633364,49.48813512114039,0.008867392407270568,0.005000000000000005,-5.401578562033752,0.0,-2.7479442754169443,0.0
 1.932614004855065,2.864925388698562,2.8130784679363283,49.05083957059526,0.009663070024275326,0.004999999999999996,-4.173403687573892,0.0,-2.3136202940805877,0.0
 2.0913008007835976,2.8659793270747067,2.814277452658247,48.68369857913238,0.010456504003917988,0.004999999999999995,-3.2929138883143363,0.0,-1.9753915981511185,0.0
 2.2495432788683725,2.867120111612619,2.8155610449092983,48.371107717453114,0.01124771639434186,0.004999999999999993,-2.645115260877164,0.0,-1.7068586166358952,0.0
 2.4073434293462896,2.8683469737621947,2.816928489869688,48.101765170903434,0.012036717146731449,0.005000000000000013,-2.157813616719679,0.0,-1.490096016490538,0.0
 2.5647018185664203,2.8696591449733297,2.8183790327196196,47.86728606196515,0.012823509092832103,0.005000000000000008,-1.7841248100096827,0.0,-1.312589249512248,0.0
 2.721618163982105,2.8710558566959206,2.8199119186393005,47.66131935389977,0.013608090819910528,0.005000000000000005,-1.4926974666456678,0.0,-1.1653881295521151,0.0
 2.878091674664466,2.8725363403798627,2.821526392808935,47.47896698196121,0.014390458373322333,0.005000000000000003,-1.2620244096171884,0.0,-1.0419551957780646,0.0
 3.034121256936001,2.8740998274750518,2.823221700408729,47.31639114801829,0.01517060628468001,0.005000000000000007,-1.0770158179216625,0.0,-0.9374256235799313,0.0
 3.189705640356873,2.8757455494313846,2.8249970866188874,47.17054236037069,0.015948528201784367,0.0049999999999999906,-0.9268707924271425,0.0,-0.8481189123928788,0.0
 3.344843455635472,2.877472737698755,2.826851796619616,47.038967045205595,0.016724217278177363,0.004999999999999999,-0.8037191049777809,0.0,-0.7712090760086533,0.0
 3.499533282988036,2.879280623727061,2.8287850755911204,46.919668846385086,0.01749766641494018,0.004999999999999989,-0.7017332366638435,0.0,-0.7044971748906166,0.0
 3.65377368206316,2.8811684389661973,2.8307961687136047,46.81100692098266,0.018268868410315803,0.005000000000000017,-0.6165351621678469,0.0,-0.646251466120615,0.0
 3.8075632102356565,2.8831354148660604,2.832884321167276,46.71162021292719,0.019037816051178283,0.004999999999999982,-0.5447921971297445,0.0,-0.5950931389490425,0.0
 3.960900433501662,2.8851807828765454,2.8350487781323386,46.62037028341609,0.01980450216750831,0.004999999999999996,-0.4839367310362339,0.0,-0.5499133711345623,0.0
 4.113783932648367,2.887303774447549,2.8372887847889983,46.53629760300947,0.020568919663241838,0.005000000000000015,-0.43196869566059054,0.0,-0.5098122653188517,0.0
 4.266212306404162,2.8895036210289664,2.8396035863174602,46.45858774848616,0.02133106153202081,0.004999999999999997,-0.3873142664311719,0.0,-0.47405331199618783,0.0
 4.418184172670037,2.8917795540706934,2.8419924278979294,46.38654498195258,0.022090920863350183,0.00499999999999999,-0.3487234059995912,0.0,-0.442029024854631,0.0
 4.569698168546763,2.8941308050226264,2.8444545547106124,46.31957139810336,0.022848490842733812,0.004999999999999982,-0.31519463579665136,0.0,-0.4132347239983286,0.0
 4.720752949623578,2.896556605334661,2.846989211935713,46.25715031733646,0.023603764748117886,0.004999999999999992,-0.28591915066336193,0.0,-0.387248330006746,0.0
 4.871347188833595,2.899056186456693,2.849595644753438,46.198832949693745,0.024356735944167974,0.005000000000000016,-0.2602388573541864,0.0,-0.3637146462711347,0.0
 5.021479575073792,2.901628779838618,2.8522730983439923,46.144227601938546,0.02510739787536896,0.005000000000000006,-0.2376145507371141,0.0,-0.3423330229962493,0.0
 5.171148811718733,2.904273616930333,2.8550208178875804,46.092990879708346,0.025855744058593665,0.00500000000000001,-0.21760154893575684,0.0,-0.3228475970390047,0.0
